"case"	"alternative"	"choice"	"distance"	"cost"	"intime"	"outtime"	"income"	"urban"
485	"air"	0	196	135.9	40	137	55	0
485	"bus"	0	196	26.7	265	60	55	0
485	"car"	1	196	37.24	148	0	55	0
495	"train"	0	551	85.95	367	104	45	1
495	"air"	1	551	166.5	58	142	45	1
495	"bus"	0	551	43	433	67	45	1
495	"car"	0	551	104.69	362	0	45	1
496	"train"	0	561	87.65	367	105	70	1
496	"air"	1	561	167.9	58	142	70	1
496	"bus"	0	561	42.8	433	70	70	1
496	"car"	0	561	106.59	375	0	70	1
498	"train"	0	198	42.5	92	100	70	0
498	"air"	0	198	150.9	40	140	70	0
498	"bus"	0	198	27.31	295	55	70	0
498	"car"	1	198	37.62	144	0	70	0
499	"train"	0	198	42.5	92	100	26	0
499	"air"	0	198	150.9	40	140	26	0
499	"bus"	0	198	27.31	295	55	26	0
499	"car"	1	198	37.62	144	0	26	0
500	"train"	0	198	42.5	92	100	35	0
500	"air"	0	198	150.9	40	140	35	0
500	"bus"	0	198	27.31	295	55	35	0
500	"car"	1	198	37.62	144	0	35	0
501	"train"	0	198	42.5	92	100	35	0
501	"air"	0	198	150.9	40	140	35	0
501	"bus"	0	198	27.31	295	55	35	0
501	"car"	1	198	37.62	144	0	35	0
531	"train"	1	553	84.4	367	109	35	1
531	"air"	0	553	181.5	58	145	35	1
531	"bus"	0	553	42.05	433	62	35	1
531	"car"	0	553	105.07	359	0	35	1
532	"train"	0	553	84.4	367	109	70	1
532	"air"	1	553	181.5	58	145	70	1
532	"bus"	0	553	42.05	433	62	70	1
532	"car"	0	553	105.07	359	0	70	1
533	"train"	0	553	84.4	367	109	35	1
533	"air"	1	553	181.5	58	145	35	1
533	"bus"	0	553	42.05	433	62	35	1
533	"car"	0	553	105.07	359	0	35	1
534	"train"	1	558	87.4	367	115	45	0
534	"air"	0	558	187.9	58	150	45	0
534	"bus"	0	558	40.85	433	60	45	0
534	"car"	0	558	106.02	365	0	45	0
536	"train"	0	677	90.5	394	115	45	0
536	"air"	1	677	211.25	69	163	45	0
536	"bus"	0	677	26.71	536	60	45	0
536	"car"	0	677	128.63	416	0	45	0
571	"train"	0	215	50.55	144	101	35	0
571	"air"	0	215	126	40	86	35	0
571	"bus"	0	215	18.25	152	70	35	0
571	"car"	1	215	40.85	167	0	35	0
572	"train"	0	225	55.55	144	107	55	0
572	"air"	0	225	129	40	86	55	0
572	"bus"	0	225	17.4	152	65	55	0
572	"car"	1	225	42.75	156	0	55	0
573	"train"	0	203	45.55	144	102	70	1
573	"air"	0	203	134.4	40	78	70	1
573	"bus"	0	203	18.55	152	90	70	1
573	"car"	1	203	38.57	151	0	70	1
574	"train"	1	192	43.7	144	77	45	1
574	"air"	0	192	139	40	98	45	1
574	"bus"	0	192	18.07	152	75	45	1
574	"car"	0	192	36.48	137	0	45	1
575	"train"	1	192	43.7	144	77	45	1
575	"air"	0	192	139	40	98	45	1
575	"bus"	0	192	18.07	152	75	45	1
575	"car"	0	192	36.48	137	0	45	1
576	"train"	0	192	43.7	144	77	15	1
576	"air"	0	192	139	40	98	15	1
576	"bus"	0	192	18.07	152	75	15	1
576	"car"	1	192	36.48	137	0	15	1
615	"train"	1	134	36.5	92	80	70	0
615	"air"	0	134	126.9	40	115	70	0
615	"bus"	0	134	11.38	109	65	70	0
615	"car"	0	134	25.46	107	0	70	0
616	"train"	0	134	36.5	92	80	35	0
616	"air"	0	134	126.9	40	115	35	0
616	"bus"	0	134	11.38	109	65	35	0
616	"car"	1	134	25.46	107	0	35	0
617	"train"	0	134	36.5	92	80	45	0
617	"air"	0	134	126.9	40	115	45	0
617	"bus"	0	134	11.38	109	65	45	0
617	"car"	1	134	25.46	107	0	45	0
618	"train"	0	125	34.5	92	70	35	0
618	"air"	0	125	122.9	40	119	35	0
618	"bus"	1	125	11.73	109	60	35	0
618	"car"	0	125	23.75	101	0	35	0
619	"train"	0	125	34.5	92	70	26	0
619	"air"	0	125	122.9	40	119	26	0
619	"bus"	0	125	11.73	109	60	26	0
619	"car"	1	125	23.75	101	0	26	0
620	"train"	0	125	34.5	92	70	35	0
620	"air"	0	125	122.9	40	119	35	0
620	"bus"	0	125	11.73	109	60	35	0
620	"car"	1	125	23.75	101	0	35	0
621	"train"	0	125	34.5	92	70	70	0
621	"air"	0	125	122.9	40	119	70	0
621	"bus"	0	125	11.73	109	60	70	0
621	"car"	1	125	23.75	101	0	70	0
622	"train"	0	125	34.5	92	70	70	0
622	"air"	0	125	122.9	40	119	70	0
622	"bus"	0	125	11.73	109	60	70	0
622	"car"	1	125	23.75	101	0	70	0
623	"train"	0	125	34.5	92	70	25	0
623	"air"	0	125	122.9	40	119	25	0
623	"bus"	0	125	11.73	109	60	25	0
623	"car"	1	125	23.75	101	0	25	0
624	"train"	0	125	34.5	92	70	70	0
624	"air"	0	125	122.9	40	119	70	0
624	"bus"	0	125	11.73	109	60	70	0
624	"car"	1	125	23.75	101	0	70	0
625	"train"	0	125	34.5	92	70	55	0
625	"air"	0	125	122.9	40	119	55	0
625	"bus"	0	125	11.73	109	60	55	0
625	"car"	1	125	23.75	101	0	55	0
626	"train"	0	130	36.5	92	80	70	0
626	"air"	0	130	126.9	40	115	70	0
626	"bus"	0	130	11.38	109	70	70	0
626	"car"	1	130	24.7	106	0	70	0
627	"train"	0	134	33.5	92	70	70	0
627	"air"	0	134	126.9	40	105	70	0
627	"bus"	0	134	11.38	109	65	70	0
627	"car"	1	134	25.46	109	0	70	0
628	"train"	1	134	29.5	92	65	70	0
628	"air"	0	134	126.25	40	100	70	0
628	"bus"	0	134	10.73	109	55	70	0
628	"car"	0	134	25.46	107	0	70	0
629	"train"	0	134	29.5	92	65	29	0
629	"air"	0	134	126.25	40	100	29	0
629	"bus"	0	134	10.73	109	55	29	0
629	"car"	1	134	25.46	107	0	29	0
630	"train"	0	134	29.5	92	65	45	0
630	"air"	0	134	126.25	40	100	45	0
630	"bus"	0	134	10.73	109	55	45	0
630	"car"	1	134	25.46	107	0	45	0
631	"train"	0	134	29.5	92	65	70	0
631	"air"	0	134	126.25	40	100	70	0
631	"bus"	0	134	10.73	109	55	70	0
631	"car"	1	134	25.46	107	0	70	0
632	"train"	1	151	31.1	98	59	70	0
632	"air"	0	151	122.9	40	90	70	0
632	"bus"	0	151	10.38	109	58	70	0
632	"car"	0	151	28.69	121	0	70	0
633	"train"	1	151	31.1	98	59	70	0
633	"air"	0	151	122.9	40	90	70	0
633	"bus"	0	151	10.38	109	58	70	0
633	"car"	0	151	28.69	121	0	70	0
634	"train"	1	151	31.1	98	59	70	0
634	"air"	0	151	122.9	40	90	70	0
634	"bus"	0	151	10.38	109	58	70	0
634	"car"	0	151	28.69	121	0	70	0
635	"train"	0	151	31.1	98	59	55	0
635	"air"	0	151	122.9	40	90	55	0
635	"bus"	0	151	10.38	109	58	55	0
635	"car"	1	151	28.69	121	0	55	0
636	"train"	0	151	31.1	98	59	70	0
636	"air"	0	151	122.9	40	90	70	0
636	"bus"	0	151	10.38	109	58	70	0
636	"car"	1	151	28.69	121	0	70	0
637	"train"	0	151	31.1	98	59	35	0
637	"air"	0	151	122.9	40	90	35	0
637	"bus"	0	151	10.38	109	58	35	0
637	"car"	1	151	28.69	121	0	35	0
638	"train"	0	151	31.1	98	59	55	0
638	"air"	0	151	122.9	40	90	55	0
638	"bus"	0	151	10.38	109	58	55	0
638	"car"	1	151	28.69	121	0	55	0
640	"train"	0	211	32.1	98	70	45	0
640	"air"	1	211	119.5	40	81	45	0
640	"bus"	0	211	17.75	152	65	45	0
640	"car"	0	211	40.09	170	0	45	0
641	"train"	0	211	32.1	98	70	35	0
641	"air"	0	211	119.5	40	81	35	0
641	"bus"	0	211	17.75	152	65	35	0
641	"car"	1	211	40.09	170	0	35	0
642	"train"	0	211	32.1	98	70	45	0
642	"air"	0	211	119.5	40	81	45	0
642	"bus"	0	211	17.75	152	65	45	0
642	"car"	1	211	40.09	170	0	45	0
643	"train"	0	211	32.1	98	70	45	0
643	"air"	0	211	119.5	40	81	45	0
643	"bus"	0	211	17.75	152	65	45	0
643	"car"	1	211	40.09	170	0	45	0
644	"train"	0	211	32.1	98	70	70	0
644	"air"	0	211	119.5	40	81	70	0
644	"bus"	0	211	17.75	152	65	70	0
644	"car"	1	211	40.09	170	0	70	0
645	"train"	0	211	32.1	98	70	25	0
645	"air"	0	211	119.5	40	81	25	0
645	"bus"	0	211	17.75	152	65	25	0
645	"car"	1	211	40.09	170	0	25	0
646	"train"	0	211	32.1	98	70	55	0
646	"air"	0	211	119.5	40	81	55	0
646	"bus"	0	211	17.75	152	65	55	0
646	"car"	1	211	40.09	170	0	55	0
647	"train"	0	211	32.1	98	70	70	0
647	"air"	0	211	119.5	40	81	70	0
647	"bus"	0	211	17.75	152	65	70	0
647	"car"	1	211	40.09	170	0	70	0
648	"train"	0	211	32.1	98	70	55	0
648	"air"	0	211	119.5	40	81	55	0
648	"bus"	0	211	17.75	152	65	55	0
648	"car"	1	211	40.09	170	0	55	0
649	"train"	0	211	32.1	98	70	70	0
649	"air"	0	211	119.5	40	81	70	0
649	"bus"	0	211	17.75	152	65	70	0
649	"car"	1	211	40.09	170	0	70	0
650	"train"	0	211	32.1	98	70	70	0
650	"air"	0	211	119.5	40	81	70	0
650	"bus"	0	211	17.75	152	65	70	0
650	"car"	1	211	40.09	170	0	70	0
651	"train"	0	211	32.1	98	70	15	0
651	"air"	0	211	119.5	40	81	15	0
651	"bus"	0	211	17.75	152	65	15	0
651	"car"	1	211	40.09	170	0	15	0
652	"train"	0	211	32.1	98	70	55	0
652	"air"	0	211	119.5	40	81	55	0
652	"bus"	0	211	17.75	152	65	55	0
652	"car"	1	211	40.09	170	0	55	0
653	"train"	0	211	32.1	98	70	55	0
653	"air"	0	211	119.5	40	81	55	0
653	"bus"	0	211	17.75	152	65	55	0
653	"car"	1	211	40.09	170	0	55	0
654	"train"	0	211	32.1	98	70	35	0
654	"air"	0	211	119.5	40	81	35	0
654	"bus"	0	211	17.75	152	65	35	0
654	"car"	1	211	40.09	170	0	35	0
655	"train"	0	211	32.1	98	70	70	0
655	"air"	0	211	119.5	40	81	70	0
655	"bus"	0	211	17.75	152	65	70	0
655	"car"	1	211	40.09	170	0	70	0
656	"train"	0	211	32.1	98	70	70	0
656	"air"	0	211	119.5	40	81	70	0
656	"bus"	0	211	17.75	152	65	70	0
656	"car"	1	211	40.09	170	0	70	0
657	"train"	0	211	32.1	98	70	70	0
657	"air"	0	211	119.5	40	81	70	0
657	"bus"	0	211	17.75	152	65	70	0
657	"car"	1	211	40.09	170	0	70	0
658	"train"	0	211	32.1	98	70	70	0
658	"air"	0	211	119.5	40	81	70	0
658	"bus"	0	211	17.75	152	65	70	0
658	"car"	1	211	40.09	170	0	70	0
659	"train"	0	211	32.1	98	70	45	0
659	"air"	0	211	119.5	40	81	45	0
659	"bus"	0	211	17.75	152	65	45	0
659	"car"	1	211	40.09	170	0	45	0
660	"train"	0	211	32.1	98	70	70	0
660	"air"	0	211	119.5	40	81	70	0
660	"bus"	0	211	17.75	152	65	70	0
660	"car"	1	211	40.09	170	0	70	0
661	"train"	1	221	37.1	138	55	5	0
661	"air"	0	221	122.5	40	81	5	0
661	"bus"	0	221	16.9	152	60	5	0
661	"car"	0	221	41.99	159	0	5	0
662	"train"	0	221	37.1	138	55	70	0
662	"air"	0	221	122.5	40	81	70	0
662	"bus"	0	221	16.9	152	60	70	0
662	"car"	1	221	41.99	159	0	70	0
663	"train"	0	221	37.1	138	55	45	0
663	"air"	0	221	122.5	40	81	45	0
663	"bus"	0	221	16.9	152	60	45	0
663	"car"	1	221	41.99	159	0	45	0
664	"train"	1	238	39.1	138	70	70	0
664	"air"	0	238	122.9	40	90	70	0
664	"bus"	0	238	16.9	152	95	70	0
664	"car"	0	238	45.22	173	0	70	0
665	"train"	1	199	40.5	120	90	15	1
665	"air"	0	199	127.9	40	73	15	1
665	"bus"	0	199	18.05	152	85	15	1
665	"car"	0	199	37.81	153	0	15	1
666	"train"	1	199	40.5	120	90	70	1
666	"air"	0	199	127.9	40	73	70	1
666	"bus"	0	199	18.05	152	85	70	1
666	"car"	0	199	37.81	153	0	70	1
667	"train"	0	199	40.5	120	90	35	1
667	"air"	0	199	127.9	40	73	35	1
667	"bus"	0	199	18.05	152	85	35	1
667	"car"	1	199	37.81	153	0	35	1
668	"train"	0	199	40.5	120	90	70	1
668	"air"	0	199	127.9	40	73	70	1
668	"bus"	0	199	18.05	152	85	70	1
668	"car"	1	199	37.81	153	0	70	1
669	"train"	0	199	40.5	120	90	70	1
669	"air"	0	199	127.9	40	73	70	1
669	"bus"	0	199	18.05	152	85	70	1
669	"car"	1	199	37.81	153	0	70	1
670	"train"	0	199	40.5	120	90	70	1
670	"air"	0	199	127.9	40	73	70	1
670	"bus"	0	199	18.05	152	85	70	1
670	"car"	1	199	37.81	153	0	70	1
671	"train"	0	199	40.5	120	90	25	1
671	"air"	0	199	127.9	40	73	25	1
671	"bus"	0	199	18.05	152	85	25	1
671	"car"	1	199	37.81	153	0	25	1
672	"train"	0	199	40.5	120	90	70	1
672	"air"	0	199	127.9	40	73	70	1
672	"bus"	0	199	18.05	152	85	70	1
672	"car"	1	199	37.81	153	0	70	1
673	"train"	0	199	40.5	120	90	70	1
673	"air"	0	199	127.9	40	73	70	1
673	"bus"	0	199	18.05	152	85	70	1
673	"car"	1	199	37.81	153	0	70	1
674	"train"	1	188	38.65	120	65	70	1
674	"air"	0	188	132.5	40	93	70	1
674	"bus"	0	188	17.57	152	70	70	1
674	"car"	0	188	35.72	139	0	70	1
675	"train"	1	188	38.65	120	65	45	1
675	"air"	0	188	132.5	40	93	45	1
675	"bus"	0	188	17.57	152	70	45	1
675	"car"	0	188	35.72	139	0	45	1
676	"train"	1	188	38.65	120	65	25	1
676	"air"	0	188	132.5	40	93	25	1
676	"bus"	0	188	17.57	152	70	25	1
676	"car"	0	188	35.72	139	0	25	1
677	"train"	1	188	38.65	120	65	35	1
677	"air"	0	188	132.5	40	93	35	1
677	"bus"	0	188	17.57	152	70	35	1
677	"car"	0	188	35.72	139	0	35	1
678	"train"	1	188	38.65	120	65	25	1
678	"air"	0	188	132.5	40	93	25	1
678	"bus"	0	188	17.57	152	70	25	1
678	"car"	0	188	35.72	139	0	25	1
679	"train"	1	188	38.65	120	65	55	1
679	"air"	0	188	132.5	40	93	55	1
679	"bus"	0	188	17.57	152	70	55	1
679	"car"	0	188	35.72	139	0	55	1
680	"train"	1	188	38.65	120	65	70	1
680	"air"	0	188	132.5	40	93	70	1
680	"bus"	0	188	17.57	152	70	70	1
680	"car"	0	188	35.72	139	0	70	1
681	"train"	1	188	38.65	120	65	70	1
681	"air"	0	188	132.5	40	93	70	1
681	"bus"	0	188	17.57	152	70	70	1
681	"car"	0	188	35.72	139	0	70	1
682	"train"	1	188	38.65	120	65	70	1
682	"air"	0	188	132.5	40	93	70	1
682	"bus"	0	188	17.57	152	70	70	1
682	"car"	0	188	35.72	139	0	70	1
683	"train"	1	188	38.65	120	65	35	1
683	"air"	0	188	132.5	40	93	35	1
683	"bus"	0	188	17.57	152	70	35	1
683	"car"	0	188	35.72	139	0	35	1
684	"train"	1	188	38.65	120	65	55	1
684	"air"	0	188	132.5	40	93	55	1
684	"bus"	0	188	17.57	152	70	55	1
684	"car"	0	188	35.72	139	0	55	1
685	"train"	1	188	38.65	120	65	70	1
685	"air"	0	188	132.5	40	93	70	1
685	"bus"	0	188	17.57	152	70	70	1
685	"car"	0	188	35.72	139	0	70	1
686	"train"	1	188	38.65	120	65	70	1
686	"air"	0	188	132.5	40	93	70	1
686	"bus"	0	188	17.57	152	70	70	1
686	"car"	0	188	35.72	139	0	70	1
687	"train"	1	188	38.65	120	65	25	1
687	"air"	0	188	132.5	40	93	25	1
687	"bus"	0	188	17.57	152	70	25	1
687	"car"	0	188	35.72	139	0	25	1
688	"train"	1	188	38.65	120	65	31	1
688	"air"	0	188	132.5	40	93	31	1
688	"bus"	0	188	17.57	152	70	31	1
688	"car"	0	188	35.72	139	0	31	1
689	"train"	1	188	38.65	120	65	35	1
689	"air"	0	188	132.5	40	93	35	1
689	"bus"	0	188	17.57	152	70	35	1
689	"car"	0	188	35.72	139	0	35	1
690	"train"	1	188	38.65	120	65	45	1
690	"air"	0	188	132.5	40	93	45	1
690	"bus"	0	188	17.57	152	70	45	1
690	"car"	0	188	35.72	139	0	45	1
691	"train"	1	188	38.65	120	65	70	1
691	"air"	0	188	132.5	40	93	70	1
691	"bus"	0	188	17.57	152	70	70	1
691	"car"	0	188	35.72	139	0	70	1
692	"train"	1	188	38.65	120	65	70	1
692	"air"	0	188	132.5	40	93	70	1
692	"bus"	0	188	17.57	152	70	70	1
692	"car"	0	188	35.72	139	0	70	1
693	"train"	1	188	38.65	120	65	29	1
693	"air"	0	188	132.5	40	93	29	1
693	"bus"	0	188	17.57	152	70	29	1
693	"car"	0	188	35.72	139	0	29	1
694	"train"	1	188	38.65	120	65	15	1
694	"air"	0	188	132.5	40	93	15	1
694	"bus"	0	188	17.57	152	70	15	1
694	"car"	0	188	35.72	139	0	15	1
695	"train"	1	188	38.65	120	65	70	1
695	"air"	0	188	132.5	40	93	70	1
695	"bus"	0	188	17.57	152	70	70	1
695	"car"	0	188	35.72	139	0	70	1
696	"train"	1	188	38.65	120	65	55	1
696	"air"	0	188	132.5	40	93	55	1
696	"bus"	0	188	17.57	152	70	55	1
696	"car"	0	188	35.72	139	0	55	1
697	"train"	1	188	38.65	120	65	35	1
697	"air"	0	188	132.5	40	93	35	1
697	"bus"	0	188	17.57	152	70	35	1
697	"car"	0	188	35.72	139	0	35	1
698	"train"	1	188	38.65	120	65	70	1
698	"air"	0	188	132.5	40	93	70	1
698	"bus"	0	188	17.57	152	70	70	1
698	"car"	0	188	35.72	139	0	70	1
699	"train"	1	188	38.65	120	65	15	1
699	"air"	0	188	132.5	40	93	15	1
699	"bus"	0	188	17.57	152	70	15	1
699	"car"	0	188	35.72	139	0	15	1
700	"train"	1	188	38.65	120	65	15	1
700	"air"	0	188	132.5	40	93	15	1
700	"bus"	0	188	17.57	152	70	15	1
700	"car"	0	188	35.72	139	0	15	1
701	"train"	1	188	38.65	120	65	70	1
701	"air"	0	188	132.5	40	93	70	1
701	"bus"	0	188	17.57	152	70	70	1
701	"car"	0	188	35.72	139	0	70	1
702	"train"	1	188	38.65	120	65	29	1
702	"air"	0	188	132.5	40	93	29	1
702	"bus"	0	188	17.57	152	70	29	1
702	"car"	0	188	35.72	139	0	29	1
703	"train"	1	188	38.65	120	65	70	1
703	"air"	0	188	132.5	40	93	70	1
703	"bus"	0	188	17.57	152	70	70	1
703	"car"	0	188	35.72	139	0	70	1
704	"train"	1	188	38.65	120	65	55	1
704	"air"	0	188	132.5	40	93	55	1
704	"bus"	0	188	17.57	152	70	55	1
704	"car"	0	188	35.72	139	0	55	1
705	"train"	1	188	38.65	120	65	70	1
705	"air"	0	188	132.5	40	93	70	1
705	"bus"	0	188	17.57	152	70	70	1
705	"car"	0	188	35.72	139	0	70	1
706	"train"	1	188	38.65	120	65	35	1
706	"air"	0	188	132.5	40	93	35	1
706	"bus"	0	188	17.57	152	70	35	1
706	"car"	0	188	35.72	139	0	35	1
707	"train"	1	188	38.65	120	65	70	1
707	"air"	0	188	132.5	40	93	70	1
707	"bus"	0	188	17.57	152	70	70	1
707	"car"	0	188	35.72	139	0	70	1
708	"train"	1	188	38.65	120	65	70	1
708	"air"	0	188	132.5	40	93	70	1
708	"bus"	0	188	17.57	152	70	70	1
708	"car"	0	188	35.72	139	0	70	1
709	"train"	1	188	38.65	120	65	70	1
709	"air"	0	188	132.5	40	93	70	1
709	"bus"	0	188	17.57	152	70	70	1
709	"car"	0	188	35.72	139	0	70	1
710	"train"	1	188	38.65	120	65	45	1
710	"air"	0	188	132.5	40	93	45	1
710	"bus"	0	188	17.57	152	70	45	1
710	"car"	0	188	35.72	139	0	45	1
711	"train"	1	188	38.65	120	65	35	1
711	"air"	0	188	132.5	40	93	35	1
711	"bus"	0	188	17.57	152	70	35	1
711	"car"	0	188	35.72	139	0	35	1
712	"train"	1	188	38.65	120	65	70	1
712	"air"	0	188	132.5	40	93	70	1
712	"bus"	0	188	17.57	152	70	70	1
712	"car"	0	188	35.72	139	0	70	1
713	"train"	1	188	38.65	120	65	70	1
713	"air"	0	188	132.5	40	93	70	1
713	"bus"	0	188	17.57	152	70	70	1
713	"car"	0	188	35.72	139	0	70	1
714	"train"	1	188	38.65	120	65	70	1
714	"air"	0	188	132.5	40	93	70	1
714	"bus"	0	188	17.57	152	70	70	1
714	"car"	0	188	35.72	139	0	70	1
715	"train"	1	188	38.65	120	65	70	1
715	"air"	0	188	132.5	40	93	70	1
715	"bus"	0	188	17.57	152	70	70	1
715	"car"	0	188	35.72	139	0	70	1
716	"train"	1	188	38.65	120	65	70	1
716	"air"	0	188	132.5	40	93	70	1
716	"bus"	0	188	17.57	152	70	70	1
716	"car"	0	188	35.72	139	0	70	1
717	"train"	1	188	38.65	120	65	35	1
717	"air"	0	188	132.5	40	93	35	1
717	"bus"	0	188	17.57	152	70	35	1
717	"car"	0	188	35.72	139	0	35	1
718	"train"	1	188	38.65	120	65	35	1
718	"air"	0	188	132.5	40	93	35	1
718	"bus"	0	188	17.57	152	70	35	1
718	"car"	0	188	35.72	139	0	35	1
719	"train"	1	188	38.65	120	65	55	1
719	"air"	0	188	132.5	40	93	55	1
719	"bus"	0	188	17.57	152	70	55	1
719	"car"	0	188	35.72	139	0	55	1
720	"train"	1	188	38.65	120	65	55	1
720	"air"	0	188	132.5	40	93	55	1
720	"bus"	0	188	17.57	152	70	55	1
720	"car"	0	188	35.72	139	0	55	1
721	"train"	1	188	38.65	120	65	25	1
721	"air"	0	188	132.5	40	93	25	1
721	"bus"	0	188	17.57	152	70	25	1
721	"car"	0	188	35.72	139	0	25	1
722	"train"	1	188	38.65	120	65	55	1
722	"air"	0	188	132.5	40	93	55	1
722	"bus"	0	188	17.57	152	70	55	1
722	"car"	0	188	35.72	139	0	55	1
723	"train"	1	188	38.65	120	65	55	1
723	"air"	0	188	132.5	40	93	55	1
723	"bus"	0	188	17.57	152	70	55	1
723	"car"	0	188	35.72	139	0	55	1
724	"train"	1	188	38.65	120	65	70	1
724	"air"	0	188	132.5	40	93	70	1
724	"bus"	0	188	17.57	152	70	70	1
724	"car"	0	188	35.72	139	0	70	1
725	"train"	1	188	38.65	120	65	55	1
725	"air"	0	188	132.5	40	93	55	1
725	"bus"	0	188	17.57	152	70	55	1
725	"car"	0	188	35.72	139	0	55	1
726	"train"	1	188	38.65	120	65	70	1
726	"air"	0	188	132.5	40	93	70	1
726	"bus"	0	188	17.57	152	70	70	1
726	"car"	0	188	35.72	139	0	70	1
727	"train"	1	188	38.65	120	65	55	1
727	"air"	0	188	132.5	40	93	55	1
727	"bus"	0	188	17.57	152	70	55	1
727	"car"	0	188	35.72	139	0	55	1
728	"train"	1	188	38.65	120	65	15	1
728	"air"	0	188	132.5	40	93	15	1
728	"bus"	0	188	17.57	152	70	15	1
728	"car"	0	188	35.72	139	0	15	1
729	"train"	1	188	38.65	120	65	45	1
729	"air"	0	188	132.5	40	93	45	1
729	"bus"	0	188	17.57	152	70	45	1
729	"car"	0	188	35.72	139	0	45	1
730	"train"	1	188	38.65	120	65	55	1
730	"air"	0	188	132.5	40	93	55	1
730	"bus"	0	188	17.57	152	70	55	1
730	"car"	0	188	35.72	139	0	55	1
731	"train"	1	188	38.65	120	65	70	1
731	"air"	0	188	132.5	40	93	70	1
731	"bus"	0	188	17.57	152	70	70	1
731	"car"	0	188	35.72	139	0	70	1
732	"train"	1	188	38.65	120	65	29	1
732	"air"	0	188	132.5	40	93	29	1
732	"bus"	0	188	17.57	152	70	29	1
732	"car"	0	188	35.72	139	0	29	1
733	"train"	1	188	38.65	120	65	70	1
733	"air"	0	188	132.5	40	93	70	1
733	"bus"	0	188	17.57	152	70	70	1
733	"car"	0	188	35.72	139	0	70	1
734	"train"	1	188	38.65	120	65	29	1
734	"air"	0	188	132.5	40	93	29	1
734	"bus"	0	188	17.57	152	70	29	1
734	"car"	0	188	35.72	139	0	29	1
735	"train"	1	188	38.65	120	65	25	1
735	"air"	0	188	132.5	40	93	25	1
735	"bus"	0	188	17.57	152	70	25	1
735	"car"	0	188	35.72	139	0	25	1
736	"train"	1	188	38.65	120	65	5	1
736	"air"	0	188	132.5	40	93	5	1
736	"bus"	0	188	17.57	152	70	5	1
736	"car"	0	188	35.72	139	0	5	1
737	"train"	1	188	38.65	120	65	70	1
737	"air"	0	188	132.5	40	93	70	1
737	"bus"	0	188	17.57	152	70	70	1
737	"car"	0	188	35.72	139	0	70	1
738	"train"	1	188	38.65	120	65	45	1
738	"air"	0	188	132.5	40	93	45	1
738	"bus"	0	188	17.57	152	70	45	1
738	"car"	0	188	35.72	139	0	45	1
739	"train"	1	188	38.65	120	65	70	1
739	"air"	0	188	132.5	40	93	70	1
739	"bus"	0	188	17.57	152	70	70	1
739	"car"	0	188	35.72	139	0	70	1
740	"train"	1	188	38.65	120	65	70	1
740	"air"	0	188	132.5	40	93	70	1
740	"bus"	0	188	17.57	152	70	70	1
740	"car"	0	188	35.72	139	0	70	1
741	"train"	1	188	38.65	120	65	29	1
741	"air"	0	188	132.5	40	93	29	1
741	"bus"	0	188	17.57	152	70	29	1
741	"car"	0	188	35.72	139	0	29	1
742	"train"	1	188	38.65	120	65	70	1
742	"air"	0	188	132.5	40	93	70	1
742	"bus"	0	188	17.57	152	70	70	1
742	"car"	0	188	35.72	139	0	70	1
743	"train"	1	188	38.65	120	65	45	1
743	"air"	0	188	132.5	40	93	45	1
743	"bus"	0	188	17.57	152	70	45	1
743	"car"	0	188	35.72	139	0	45	1
744	"train"	1	188	38.65	120	65	35	1
744	"air"	0	188	132.5	40	93	35	1
744	"bus"	0	188	17.57	152	70	35	1
744	"car"	0	188	35.72	139	0	35	1
745	"train"	1	188	38.65	120	65	45	1
745	"air"	0	188	132.5	40	93	45	1
745	"bus"	0	188	17.57	152	70	45	1
745	"car"	0	188	35.72	139	0	45	1
746	"train"	1	188	38.65	120	65	15	1
746	"air"	0	188	132.5	40	93	15	1
746	"bus"	0	188	17.57	152	70	15	1
746	"car"	0	188	35.72	139	0	15	1
747	"train"	1	188	38.65	120	65	70	1
747	"air"	0	188	132.5	40	93	70	1
747	"bus"	0	188	17.57	152	70	70	1
747	"car"	0	188	35.72	139	0	70	1
748	"train"	1	188	38.65	120	65	29	1
748	"air"	0	188	132.5	40	93	29	1
748	"bus"	0	188	17.57	152	70	29	1
748	"car"	0	188	35.72	139	0	29	1
749	"train"	1	188	38.65	120	65	25	1
749	"air"	0	188	132.5	40	93	25	1
749	"bus"	0	188	17.57	152	70	25	1
749	"car"	0	188	35.72	139	0	25	1
750	"train"	1	188	38.65	120	65	70	1
750	"air"	0	188	132.5	40	93	70	1
750	"bus"	0	188	17.57	152	70	70	1
750	"car"	0	188	35.72	139	0	70	1
751	"train"	1	188	38.65	120	65	70	1
751	"air"	0	188	132.5	40	93	70	1
751	"bus"	0	188	17.57	152	70	70	1
751	"car"	0	188	35.72	139	0	70	1
752	"train"	1	188	38.65	120	65	55	1
752	"air"	0	188	132.5	40	93	55	1
752	"bus"	0	188	17.57	152	70	55	1
752	"car"	0	188	35.72	139	0	55	1
753	"train"	1	188	38.65	120	65	70	1
753	"air"	0	188	132.5	40	93	70	1
753	"bus"	0	188	17.57	152	70	70	1
753	"car"	0	188	35.72	139	0	70	1
754	"train"	1	188	38.65	120	65	25	1
754	"air"	0	188	132.5	40	93	25	1
754	"bus"	0	188	17.57	152	70	25	1
754	"car"	0	188	35.72	139	0	25	1
