state	povrate60	mort_age59_related_postHS	mort_age59_injury_postHS	mort_age59_all_postHS	mort_age25plus_related_postHS	mort_age25plus_injuries_postHS	mort_age59_related_preHS	census1960_pop	census1960_pctsch1417	census1960_pctsch534	census1960_pctsch25plus	census1960_pop1417	census1960_pop534	census1960_pop25plus	census1960_pcturban	census1960_pctblack
13	17.572929	0	54.068668	54.068668	125.66589	147.52083	30.52503	4289	92.900002	.57172024	42.700001	338	1959	2083	0	0
36	17.599958	5.205893	19.088274	36.44125	107.94438	78.407364	4.9207754	59471	92.800003	.5560559	43.099998	3812	27535	31398	57.099998	1.3
10	17.645664	1.008985	12.612312	26.23361	88.700592	76.501411	2.5869875	111537	87.199997	.44653964	54.299999	5803	56107	58555	54.099998	11.1
36	17.652998	1.1942438	13.136682	32.244579	113.79903	59.762383	5.0952816	63718	86.900002	.50368309	41.299999	4810	29866	34830	46.799999	.69999999
29	17.658682	0	18.256504	27.384756	157.70958	126.16766	0	8607	82.599998	.4767642	46.5	571	4067	4475	32.299999	.80000001
44	17.687208	2.8237154	31.060869	45.179447	80.763596	121.29663	5.5788007	91717	87.400002	.46056622	44.799999	5491	49450	44448	92.599998	5.3000002
22	17.709486	3.0868328	12.34733	28.810438	137.85892	74.644592	2.5013757	70081	90.900002	.4825083	58.400002	3626	30443	40486	16.799999	2.4000001
5	17.730431	3.1676645	19.005987	28.50898	123.30232	102.14751	18.487705	21507	95.5	.61562502	46.200001	1446	8000	13095	23.299999	.1
15	17.756018	3.2326889	22.628822	42.024956	116.11242	93.76442	0	28447	77.400002	.45568764	34.5	1880	13292	15641	46.799999	.80000001
36	17.81563	3.8027151	7.6054301	19.013577	132.68056	72.511467	5.3521729	28903	90.400002	.53739089	44.700001	1902	12717	16291	50.5	.30000001
6	17.822966	0	67.750679	67.750679	174.88887	182.1759	0	2518	0	.57567567	45.900002	159	1110	1314	0	.30000001
15	17.833931	0	20.408163	47.619049	133.60054	82.752571	0	15169	86.900002	.52358282	44.400002	961	6721	8237	55.799999	0
5	17.904318	0	28.786919	36.463432	146.77473	122.74419	6.0331826	51865	87.900002	.55581474	41.400002	3378	22718	28953	34.700001	.40000001
17	17.904846	0	19.176374	47.940937	104.96992	94.203773	14.318442	21000	96.400002	.60775453	50	1289	9517	11421	64.599998	1.3
14	17.909428	0	9.4701452	30.777973	108.78127	65.018692	3.5280836	46152	90.5	.50794607	41.200001	2732	19947	26746	57.599998	3.0999999
51	17.920488	0	51.317139	59.869995	95.324417	156.26953	0	6604	92.599998	.58854347	51.700001	461	2863	3509	44.299999	0
16	17.947184	1.1169441	12.286385	26.806658	155.52533	73.206558	4.187254	107804	88.300003	.56359965	45.5	6239	48027	60098	83.400002	1.2
13	17.951775	6.0927315	22.340015	34.525478	100.1801	85.992737	0	29653	94.5	.61966461	42.599998	2014	13120	16565	48.400002	0
17	17.952381	0	0	0	132.27513	118.35143	0	2100	0	.53992397	49.700001	131	1052	1083	0	.1
24	17.95557	1.7011142	22.114485	35.156361	152.18224	80.714645	7.2785983	233586	93.5	.59360272	44.099998	14475	101637	128708	74.300003	.30000001
17	17.964384	0	14.232849	14.232849	126.6739	90.481361	0	7721	93.699997	.5479086	52.400002	491	3371	4005	57.200001	0
33	18.026175	6.3536439	12.707288	40.239742	134.73972	69.632278	11.617101	47175	89.400002	.56377894	37.5	3268	19254	28704	23.4	3.2
21	18.034239	1.4828105	14.086699	29.65621	70.557121	59.576378	7.9214196	77493	84.199997	.44613317	43.400002	5018	40201	38041	29.299999	9.6999998
13	18.046089	0	31.585596	42.114128	85.819458	119.69556	0	6162	94	.6053946	50.900002	542	3003	2850	0	0
33	18.052223	2.0796075	12.477644	20.796074	153.23514	67.467171	10.412328	51031	88.599998	.57559019	33.5	3218	20459	31175	63	.60000002
44	18.053312	4.7860055	21.537025	45.467052	130.49606	119.53838	13.494184	115984	75.5	.41796216	48	7349	60594	57736	97.699997	6.6999998
17	18.072586	0	0	0	216.84857	112.70419	12.840267	12181	95.5	.56545699	49.799999	732	5263	7046	67.300003	2.0999999
15	18.07893	0	14.362451	27.288656	127.15502	73.851639	4.4238	74265	87.300003	.51911449	42.200001	4489	33247	42149	63.099998	4.8000002
48	18.087336	1.246603	18.699045	33.658279	103.38829	76.18084	0	70270	95.5	.62322158	47.700001	4782	30997	39651	52.900002	.1
51	18.093658	0	24.740227	29.688272	70.415451	109.98223	8.1063557	21417	90.300003	.69069362	59.5	1155	11390	10280	82.300003	.5
5	18.155096	0	37.678974	37.678974	153.32919	126.41503	0	11695	97	.60119784	52.5	716	4842	7040	24.6	0
37	18.158823	1.0516878	17.878693	36.28323	94.752739	91.551865	6.5926533	346583	89.699997	.5224508	51.799999	20984	164404	191825	88.900002	7.8000002
33	18.163782	1.439719	12.957471	24.475222	135.3148	67.164986	2.1817865	74359	92.099998	.59037012	36.400002	4709	32046	42267	47.700001	1.8
36	18.214956	5.4064283	24.328928	43.251427	131.90576	74.372398	0	38618	92.900002	.56217843	45.599998	2503	17297	22066	34.200001	1
6	18.223583	0	0	0	151.37006	95.764725	0	5300	96.5	.5588361	45.599998	398	2337	3006	0	0
28	18.231594	0	8.5269661	42.634834	138.30084	64.906532	12.033694	29247	94.199997	.59207791	47.400002	1647	12017	17292	74	.69999999
6	18.23181	0	35.790981	35.790981	14.029378	148.7114	0	2429	0	.50816697	70.5	132	1102	1427	0	.60000002
39	18.251196	1.1785573	16.499804	28.874655	123.19543	66.241447	5.4930396	218878	89	.5336982	34.400002	13979	95376	125828	41.099998	4.1999998
15	18.26589	1.6088034	12.870427	27.349657	81.805466	68.038208	3.1494079	59579	84.800003	.63017273	50	3053	32937	28688	52.900002	1.2
17	18.272636	0	0	15.686275	165.89198	76.685913	13.774105	11042	94.599998	.62427509	46.5	790	4828	6680	53.900002	.30000001
17	18.284397	5.1114292	5.1114292	20.445717	130.73088	85.73513	6.3661828	25779	95	.60827523	45.900002	1669	10755	14719	39.599998	1
5	18.291862	2.283783	13.702697	25.121611	101.74355	98.583809	0	33141	91.5	.58486617	44.700001	2353	15766	17943	44.099998	.60000002
13	18.294827	0	39.517883	59.276821	112.15128	119.93956	0	8372	91.400002	.515625	36.400002	608	3840	4706	0	0
38	18.313875	0	19.621035	25.227043	101.90478	66.475517	0	26709	95.300003	.58711374	43.299999	1910	12168	14563	33.799999	0
17	18.318317	0	0	0	197.21384	117.48909	0	4000	88	.57473683	47.900002	279	1900	2136	0	1.3
44	18.318825	0	0	66.148506	123.53022	112.09224	0	7807	92.800003	.53157896	44.299999	525	3800	3978	0	.30000001
15	18.323771	0	16.284523	32.569046	121.08478	73.452164	0	27748	90.300003	.52405941	48.099998	1865	12386	15452	34.599998	.1
27	18.324045	0	19.976028	29.964043	122.87091	77.46209	6.5104165	26884	94.800003	.67175514	59.5	1486	13429	12798	51.299999	.1
14	18.343983	0	0	28.53474	128.51196	66.118477	0	15103	91.599998	.51991582	43.299999	1056	6653	8402	21.5	0
33	18.366669	2.3452158	14.071295	32.833019	157.73373	73.946007	576.4411	57803	90.199997	.57041204	33.299999	3193	22205	36144	59.900002	.40000001
36	18.375961	1.4056592	21.084888	37.952797	149.9987	80.469017	2.0802131	76551	90	.52169472	36.299999	4800	34271	43420	52.299999	1
17	18.380543	0	0	0	177.90627	161.22755	0	3248	94	.57481873	45.700001	224	1517	1676	0	.5
17	18.387995	0	5.0233588	10.046718	120.55212	76.138176	0	24138	84.5	.59030712	47.700001	1594	10647	13828	51.900002	.30000001
29	18.440569	0	70.052536	70.052536	181.01437	134.02026	0	10016	96.699997	.56920451	43.200001	687	4689	5134	41	.2
27	18.469975	0	19.904459	39.808918	131.58875	96.829453	0	7536	98	.58388853	52	451	3302	3924	0	0
35	18.481268	1.7436488	20.923784	27.89838	86.058258	67.638771	3.1059759	47286	94	.49308601	47.799999	2744	23937	22986	65	.69999999
50	18.482605	1.0024259	15.036388	23.055796	81.46981	58.323246	8.1110897	88977	91.300003	.55428863	33.200001	6134	40957	47230	46.799999	0
33	18.486454	1.8852273	23.565342	37.704548	128.92537	69.362465	5.3723006	86129	89.699997	.59102458	36.099998	5739	39352	46248	42.299999	.2
27	18.491589	0	63.411541	88.776154	110.02489	156.92075	0	7083	97.5	.5712831	41.900002	490	2946	3940	0	0
17	18.491814	0	9.7763653	17.108641	87.702774	67.39576	0	44040	92.199997	.67450982	57.700001	2317	23970	20973	75.199997	4
16	18.507448	5.9222412	8.8833618	32.572327	98.367897	70.764656	0	21275	93.900002	.59503055	52.5	1362	9981	10996	33.900002	0
39	18.513245	3.6447797	21.868679	41.914967	140.52826	74.744057	9.850276	65346	84.800003	.49979725	38.5	4273	29592	37071	52.099998	.60000002
11	18.554796	1.3540045	20.310066	33.173111	62.556313	82.165314	5.4528599	46628	85.199997	.48029605	37.700001	2695	25401	22338	65.300003	10.2
15	18.55908	5.7712283	25.008657	51.941055	108.75614	71.468323	12.004802	40049	88.900002	.52259445	48.299999	2845	18655	22193	17.9	.2
5	18.575953	2.2683246	15.424607	31.756546	123.50347	86.952766	3.4032125	148239	88.400002	.56895512	43.900002	9776	63128	85205	44.900002	.60000002
48	18.595131	0	28.757669	38.343559	134.13817	95.257538	0	9807	95.900002	.62160909	41.5	802	4313	5334	52.599998	.2
15	18.603222	2.8522532	25.67028	37.079292	131.76421	71.423584	8.99928	32765	87.699997	.5249365	45.799999	2165	14958	17754	32.700001	.2
15	18.614456	1.2066656	10.85999	26.546644	108.83896	73.681358	8.9509487	63120	87.400002	.51649028	36.799999	4051	30897	32755	68.5	4.5
37	18.624256	6.065753	12.131506	30.328764	142.84003	122.56596	10.857763	14545	96.699997	.6026721	46.099998	918	6886	7393	40.700001	0
15	18.651472	0	13.374348	33.435871	100	81.308411	0	15870	87.800003	.52973795	41.599998	1178	7213	8806	35.299999	0
28	18.659658	0	0	0	72.939461	145.87892	0	761	0	.47999999	43.099998	57	325	415	0	0
44	18.661972	0	0	0	27.34108	150.37595	0	1136	0	.45073375	45.900002	74	477	636	0	.1
39	18.672632	0	0	7.9655886	138.69266	85.816078	11.598237	16407	88.199997	.49933559	34.700001	909	6773	10309	41.200001	.2
36	18.674204	3.8750677	11.625203	31.000542	125.69762	71.647644	7.8064013	19565	93.699997	.55150521	42.799999	1480	9135	10365	14.4	.1
14	18.676737	1.6600816	13.280653	29.88147	126.79124	79.803894	2.3874326	59955	89.900002	.53106678	38.400002	3935	27972	31939	55.900002	.2
29	18.679657	0	38.066235	66.615913	129.40915	138.03644	24.509804	6041	95.5	.51128352	45.700001	405	2836	3318	0	.1
28	18.702866	0	215.05376	215.05376	106.89471	133.61839	0	663	0	.55448717	45.5	51	312	363	0	0
44	18.707569	0	0	0	50.586342	82.777649	0	3987	90.199997	.49396324	43.299999	245	1905	1983	70.5	6.9000001
15	18.71172	0	9.9115887	21.805494	117.98228	70.329269	8.3042688	33940	87.400002	.52180725	39.5	2269	16600	17451	33.599998	0
45	18.720909	5.4495912	16.348774	38.147141	98.860626	84.03154	23.004372	10746	97.900002	.67565697	61.200001	773	5784	4933	69.900002	0
42	18.736952	0	0	16.561775	255.86577	161.87427	0	10600	93.699997	.59361261	40.900002	687	4321	6395	46.200001	.1
5	18.737164	0	35.100037	40.950043	119.67394	108.38395	9.0481358	17444	92.800003	.57946336	44.700001	1262	7752	9707	38.700001	.30000001
39	18.741394	2.4372122	19.054569	36.115055	149.47612	102.98717	6.2448959	2001874	84.400002	.49920276	30.700001	110843	842910	1212443	100	26.4
45	18.746426	0	23.933752	47.867504	127.73193	144.3205	6.6111331	21063	96.099998	.62179863	38.5	1862	10230	10550	46.200001	.40000001
44	18.803104	2.5080442	17.630075	36.219109	85.182526	94.628281	6.4060063	952957	84.400002	.45911467	50.299999	53032	459358	518966	97.5	14.5
6	18.860334	0	0	0	167.20201	114.40137	0	4475	93.099998	.64312464	46	325	1869	2348	0	.60000002
26	18.863417	0	13.862127	36.041531	141.24686	76.617302	6.195787	90965	83.300003	.50377995	38	4867	35847	55656	88.300003	2.9000001
36	18.875633	0	11.051678	22.103355	97.805542	67.735878	4.5425639	35945	88.699997	.56635165	48.799999	2556	17671	18695	36.799999	2.4000001
5	18.885666	2.7242918	19.459229	35.415794	133.94167	106.35524	5.312593	308142	91.300003	.56014246	49.400002	18546	139261	169800	67.599998	4.0999999
16	18.886703	2.6498489	21.198792	37.097885	149.67365	76.037407	0	33954	85.599998	.55004478	38.700001	2111	14517	19307	62	.40000001
51	18.888498	0	0	18.392496	159.69872	114.41102	0	5732	96.900002	.53952903	47.5	352	2378	3078	53.099998	0
33	18.89773	0	28.674784	39.703548	136.02887	70.605461	18.242849	43992	91.5	.59224731	41.700001	2970	18987	24102	21.200001	.5
46	18.904137	0	24.943876	34.921429	126.31908	84.912819	3.8491147	42410	90.300003	.55505645	48.200001	3030	18254	24253	29.200001	.1
13	18.925106	2.1099718	40.089462	56.969238	146.82526	93.462959	6.8418174	42189	95.199997	.56692255	48.200001	3052	19149	22579	55.400002	.1
50	18.936115	6.7272115	26.908846	33.636059	143.64749	72.234169	0	15321	94.400002	.55939072	37	949	6171	9249	31.1	0
36	18.960835	1.9584035	21.542439	33.292858	110.19801	71.951088	10.133472	103928	90.199997	.52009374	43.700001	6345	47353	56826	66.800003	7.0999999
33	18.961002	5.1618233	15.48547	41.294586	156.15701	77.130959	3.99968	80137	89.699997	.58931077	39.299999	5143	35606	44858	40.700001	.60000002
32	18.964029	.8629294	13.231585	29.914886	100.93565	101.47364	3.0859435	263406	89.199997	.52627653	57.099998	16008	136814	126333	92	1.8
13	18.968454	0	34.293552	39.192631	92.867584	124.12994	8.4947329	14723	94.800003	.58697736	46.099998	1183	7295	6726	28.9	.2
30	18.99147	0	16.294607	35.848133	120.11621	65.478516	11.111111	28179	85.199997	.54293722	40.299999	1934	12134	16205	59.799999	.1
24	19.003954	0	11.577201	23.154402	83.533005	63.748875	0	25192	93.400002	.53819138	41.599998	1739	11390	13533	53.599998	0
17	19.025724	0	34.002041	34.002041	156.47609	112.73009	19.069412	10466	93.099998	.58700156	46.799999	649	3862	6575	48.799999	2.2
23	19.038973	0	18.938498	28.407745	130.96219	83.555061	14.749263	21533	90.599998	.58427566	40.299999	1543	9374	12410	43	.30000001
14	19.064175	2.4145257	24.145258	43.461464	112.8923	82.324539	4.0690103	37876	86.5	.53513169	43.299999	2561	17164	21241	42.900002	.1
33	19.086382	3.4268286	10.280486	23.987801	116.61468	70.763908	51.011734	54406	89.300003	.61191487	41.700001	3579	25850	28471	47	.60000002
39	19.099524	3.020175	27.181572	36.242096	118.51012	67.09861	7.6918344	110009	89.5	.52206194	40.5	6466	47412	63484	60.599998	1.1
36	19.10759	1.9987408	17.988667	28.981741	128.54855	68.347511	4.31146	107803	90.699997	.5268662	37	6689	47811	60294	54.900002	1.6
15	19.107773	0	25.112108	35.874439	157.95325	94.576942	10.843635	30240	87.300003	.54320258	45.700001	2132	13483	17622	49.700001	.1
6	19.118401	0	0	0	130.79787	90.552368	0	1960	0	.49729729	36.599998	127	1110	1082	0	0
14	19.125025	3.3017466	9.9052401	19.81048	118.31599	96.184944	12.623075	39189	74	.46758541	39	2651	17415	22097	50.5	2.0999999
5	19.16839	2.1441972	24.658268	47.17234	164.47501	103.76505	2.1242247	83214	92.900002	.64333636	45.299999	5500	35176	47683	53.099998	1.1
35	19.173901	4.2508874	4.2508874	17.00355	69.752136	54.033344	4.1061015	34314	90.199997	.51556259	48.400002	2122	17028	17265	81.300003	.1
5	19.175323	2.1405714	16.054285	29.967999	109.716	85.832245	4.4397087	81103	90.800003	.590074	46	5181	36631	46062	55.900002	1.8
47	19.177719	0	12.438584	31.09646	156.37547	76.074554	0	11358	83	.46724463	30	2774	21340	26617	100	24.799999
38	19.20009	0	19.648296	19.648296	133.49643	89.46357	18.294914	17955	95.800003	.59362996	48	1223	8069	10181	49.599998	.40000001
37	19.203856	1.256476	24.501284	47.117855	101.74969	101.58348	5.6337233	440959	88.699997	.5216946	51.200001	24849	208923	240668	96.800003	9.1000004
13	19.212809	0	27.824152	27.824152	69.509552	101.83958	0	4756	96	.53232127	52.900002	302	2042	2623	0	.2
17	19.222963	43.699928	0	101.9665	136.37093	78.212738	0	6923	97.599998	.59803259	43.599998	456	2948	3790	66.699997	.30000001
23	19.243429	0	37.899296	43.31348	125.25253	75.420876	8.698678	19286	92.5	.58974361	37	1327	8073	10785	43.700001	.5
20	19.253717	2.3199704	15.079807	24.359688	123.04961	65.182159	1.9194595	86807	88	.55190688	34.599998	5413	38309	48898	82	.1
14	19.266624	1.1975905	11.975904	23.951809	160.89243	71.738533	6.7517385	96040	85	.50248289	37.400002	5874	41685	55734	63.200001	5.4000001
16	19.278524	0	0	16.005121	149.9104	93.139603	7.773632	19652	95.199997	.61805224	48.700001	1314	8420	10986	52	0
28	19.33003	0	6.6992698	30.146713	127.49385	84.415726	4.8890195	33466	95.5	.5797869	48.5	1955	14733	18153	60.700001	0
16	19.338781	0	3.9054873	15.621949	142.73019	73.250206	0	24347	94.300003	.57869542	49.799999	1553	10026	14154	26.700001	.5
48	19.34841	0	42.411819	49.480453	131.96144	106.1429	0	13158	95.300003	.59982193	45.599998	839	5615	7271	70.199997	.1
23	19.356884	2.7254641	16.352783	57.234745	153.23395	81.831749	9.0383224	34695	79.099998	.4931649	37.900002	2624	16386	18755	25.4	.60000002
15	19.360001	0	23.933752	38.294003	117.27867	71.638206	0	25108	86.099998	.56945926	46.799999	1506	12187	13123	34.099998	1.6
48	19.361582	3.064101	18.384605	24.512808	86.266396	75.432938	0	19633	94.099998	.4195042	55.900002	1115	10367	9368	20.1	1
13	19.361702	0	0	0	145.01761	124.30081	0	940	0	.5300926	55.299999	72	432	490	0	0
36	19.364594	0	17.765671	29.609451	111.70088	71.198654	0	32333	90.199997	.52613288	41	2222	15536	17181	15.5	.30000001
33	19.374201	0	29.02664	38.702187	135.77632	73.759575	0	31592	81.800003	.53898168	34.099998	2132	12570	19070	27.6	2.8
18	19.390209	2.1899569	12.802825	29.985563	128.96066	91.254051	5.4404812	612481	83.699997	.49320418	36.099998	34622	282747	336080	88.5	12.8
6	19.395134	0	85.579803	85.579803	59.472317	156.79066	0	3049	83.699997	.45181134	40.299999	180	1463	1480	0	0
13	19.43667	0	41.297665	55.063553	92.172829	105.34038	8.0593166	16589	93.900002	.57722771	48.099998	1307	8080	7553	46.599998	.2
48	19.444164	0	17.593245	29.322073	138.8259	83.158081	0	20872	95.199997	.68845785	48.900002	1296	9331	11075	42.099998	.2
17	19.451185	0	53.153793	53.153793	141.92914	81.882202	28.105677	5369	86.199997	.56865126	51.799999	392	2469	2752	68	.1
38	19.452353	1.9079357	23.531208	36.886757	112.31886	81.173676	5.3772116	120874	90.099998	.54919481	45.900002	8509	53715	68855	63.5	.2
16	19.458273	0	9.548666	22.280222	153.06049	85.48008	6.8728523	46719	91.199997	.57210976	41	2868	19713	26871	73.400002	1
21	19.460876	3.8420656	14.087573	33.297901	92.566307	67.446083	0	52526	86.300003	.50108087	30.200001	3316	23130	30892	11.6	4.0999999
42	19.472134	0	13.91014	13.91014	173.94296	110.86475	0	8907	88.5	.55745661	45.5	629	3916	4616	47.599998	0
5	19.487362	1.0237021	12.625659	29.004892	126.57614	113.6362	3.2322292	251321	85.599998	.5595727	36.900002	16015	113928	140311	73.300003	4.6999998
14	19.49683	0	9.9393702	25.842361	126.60106	71.676514	3.3081911	49213	88.5	.5507344	39.5	3152	20834	28823	55.200001	1
29	19.505024	0	0	15.827794	116.83522	198.985	0	4524	84.599998	.45246753	42.700001	213	1925	2645	0	1.2
49	19.509243	4.4279137	11.069784	37.637264	148.0667	79.338669	5.2295785	69437	87.5	.51561022	38.5	3724	28539	41371	87.099998	3.0999999
38	19.534491	0	13.630788	31.80517	141.53404	107.75401	12.679092	24994	90.199997	.54391629	40.799999	1530	10224	14397	34.099998	0
46	19.53598	0	13.368537	26.737074	137.4579	85.132538	0	29926	91	.56353241	47	1890	12592	17610	44.099998	.1
15	19.551701	0	23.930315	23.930315	131.91125	90.150406	0	19978	92	.54000688	44.099998	1343	8711	11029	20.5	0
19	19.553452	1.213124	16.741112	31.78385	75.711555	83.48175	5.4361615	211695	86.400002	.50742531	43.900002	12398	106595	104184	94.099998	15.1
6	19.567772	3.155968	26.825727	47.33952	127.70378	112.86422	5.9375372	51287	88.900002	.57546514	50	3621	23110	27809	46.599998	.2
28	19.644588	0	12.00048	30.0012	172.24178	92.422409	0	12432	91.699997	.60914505	41.400002	831	5708	6241	59.200001	1.2
26	19.652292	0	16.106024	36.813766	87.343872	69.583954	8.8723269	41169	87.199997	.48588315	39.200001	2278	18949	23615	69.300003	7.8000002
23	19.654411	0	14.171733	32.594986	92.76561	70.301003	0	42037	80.5	.50852287	35.599998	3058	20357	21837	14.7	1.1
5	19.658033	2.4938798	15.378924	34.083023	95.19133	98.614204	1.704681	199146	74.599998	.42729497	49.400002	11891	105873	98460	58.5	4
